,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,last_review,calculated_host_listings_count,availability_365,price_per_minimum_night,review_rate_per_month,is_expensive
15898,12854734,LIVE HERE!! COZY STUDIO IN CHELSEA!,70244331,Andrey,Manhattan,Chelsea,40,-73,Entire home/apt,2019-06-23,1,269,100.0,1021.6800000000001,False
15899,12855469,Gorgeous Studio in Doorman Luxury!,70251988,Brendan,Manhattan,Upper East Side,40,-73,Entire home/apt,2018-01-03,1,17,0.273972602739726,21.060000000000002,False
15900,12855923,New York Space,33906660,Trevor,Manhattan,Harlem,40,-73,Private room,2019-07-02,1,361,65.0,620.62,False
15901,12856181,Charming 1 BR in West Village,18975770,Martina,Manhattan,West Village,40,-74,Entire home/apt,2018-11-24,2,17,33.333333333333336,1.2,False
15902,12856529,COZY APARTMENT NEXT TO CENTRAL PARK,1491770,Rene,Manhattan,Midtown,40,-73,Entire home/apt,2016-05-21,1,0,60.0,0.03,False
15903,12856720,5mn location from Manhattan midtown,33950089,Abdoulaye,Queens,Long Island City,40,-73,Private room,2019-06-04,1,316,60.0,37.800000000000004,False
15904,12856992,Awesome deal,15445748,Uğur,Queens,Sunnyside,40,-73,Private room,2016-10-28,1,337,4.714285714285714,1.08,False
15905,12862929,Bright and Airy Bedroom,1572315,Deanna,Manhattan,Murray Hill,40,-73,Private room,2019-07-04,1,18,37.333333333333336,14.03,False
15907,12863815,"Amazing 1BR, heart of West Village",9679850,Mike,Manhattan,West Village,40,-74,Entire home/apt,2019-03-12,1,0,115.0,40.17,False
15909,12864193,Entire UWS Apartment for up to 6!,29417940,Tolley,Manhattan,Upper West Side,40,-73,Entire home/apt,2016-11-26,2,0,187.5,0.12,False
15910,12864784,Private Room - West Village/Soho,7977178,Abby,Manhattan,SoHo,40,-74,Private room,2018-07-21,3,304,43.333333333333336,8.82,False
15912,12865332,Room 108th and central park west,51684417,Eduardo,Manhattan,Upper West Side,40,-73,Private room,2016-07-31,2,0,120.0,0.03,False
15914,12867918,DESIGNER STUDIO NEAR CENTRAL PARK UPPER EAST SIDE,9293730,Inna,Manhattan,Upper East Side,40,-73,Entire home/apt,2019-06-01,16,325,5.0,4.199999999999999,False
15916,12868264,Brownstone apartment in Bed Stuy,26295451,Jessica,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2017-05-21,1,0,150.0,5.6000000000000005,False
15917,12869174,Homey space in great neighborhood,817948,Ariela,Brooklyn,Flatbush,40,-73,Private room,2016-05-12,1,0,30.0,0.03,False
15918,12869561,West 15th Street Cozy Chelsea 1bd Serviced Apt,22541573,Ken,Manhattan,Chelsea,40,-73,Entire home/apt,2018-07-31,87,323,6.366666666666666,0.09,False
15919,12869567,"West 33rd street, Lux 1bd Serviced Apartment",22541573,Ken,Manhattan,Chelsea,40,-73,Entire home/apt,2019-02-23,87,344,7.3,1.2,False
15920,12869662,Bright Williamsburg Loft w Balcony,8636489,Evan,Brooklyn,Williamsburg,40,-73,Entire home/apt,2018-07-01,1,0,50.0,5.739999999999999,False
15921,12869679,Loft Apartment in Williamsburg,1233402,Evan,Brooklyn,Williamsburg,40,-73,Entire home/apt,2016-06-06,1,0,60.0,0.24,False
15922,12869930,2 bedroom Midtown West,51501835,Jeniffer,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2019-04-17,31,65,3.8333333333333335,0.48,False
15924,12871039,Stylish Loft in Times Square with Roof Deck,30368670,Juan,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2018-08-03,2,0,2.216666666666667,24.36,False
15925,12871310,Charming and spacious Brooklyn apt,29959914,Peter,Brooklyn,Bushwick,40,-73,Private room,2016-09-26,1,0,52.0,0.24,False
15926,12871708,ENTIRE PLACE,70396243,Yvelisse,Manhattan,Washington Heights,40,-73,Entire home/apt,2019-06-23,1,81,95.0,343.2,False
15927,12872882,HUGE Willamsburg Duplex Loft,4391441,Mark,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-05-29,1,8,95.0,183.96,False
15928,12873159,5TH AVE~~RoofTop Deck ~~City Views @EMPIRE ST BLDG,70409953,Michael,Manhattan,Chelsea,40,-73,Entire home/apt,2019-06-29,1,263,96.0,316.94,False
15929,12873930,Upper West Side 1BR next to subway/Central Park,70419222,Doreen,Manhattan,Upper West Side,40,-73,Entire home/apt,2016-08-16,1,0,60.0,0.12,False
15930,12874443,Modern and Bright Studio Apt in Williamsburg,8534626,Shannon,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-01-20,1,0,75.0,0.24,False
15931,12874666,Holiday in Trendy Williamsburg Apt!,1909320,Peter,Brooklyn,Williamsburg,40,-73,Private room,2019-07-04,3,364,150.0,0.96,False
15932,12874869,Greenwich Village| Private Queen room,70429659,Kelly,Manhattan,Greenwich Village,40,-73,Private room,2019-06-16,1,321,140.0,173.94,False
15933,12876883,Comfortable bedroom in spacious apt,11452065,Arthur,Brooklyn,Borough Park,40,-73,Private room,2016-06-13,1,0,35.0,0.03,False
15934,12881611,Large bedroom in spacious & sunny Greenpoint Apt!,17204066,Maham,Brooklyn,Greenpoint,40,-73,Private room,2019-03-10,1,4,35.0,11.34,False
15935,12881712,High FL - Gym Doorman Alcove Studio 5205,16098958,Jeremy & Laura,Manhattan,Murray Hill,40,-73,Entire home/apt,2019-03-31,96,325,6.566666666666666,0.3,False
15937,12883073,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,21315876,Helen,Manhattan,East Village,40,-73,Entire home/apt,2019-07-06,2,178,128.0,22.12,False
15938,12884594,Amazing entire apt on tree-lined st,3948462,Elizabeth,Manhattan,Chelsea,40,-73,Entire home/apt,2017-01-02,1,0,75.0,0.44,False
15940,12885472,Lovely large 2BR Apartment Close to Subway,2629017,Michelle,Queens,Ridgewood,40,-73,Entire home/apt,2019-07-05,1,64,37.5,107.46,False
15941,12885921,"Sixth Ave Chelsea, 1bd Serviced Apartment",22541573,Ken,Manhattan,Chelsea,40,-73,Entire home/apt,2019-03-03,87,364,9.333333333333334,0.30000000000000004,False
15943,12886380,SkyView Massive 2 bed 2 bath 5174,16098958,Jeremy & Laura,Manhattan,Upper East Side,40,-73,Entire home/apt,2018-04-05,96,239,13.0,0.07,False
15945,12888052,"West 50th street, Lux 1bd Serviced Apartment",22541573,Ken,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2018-09-11,87,358,8.533333333333333,0.27,False
15947,12891996,Giant Sun-filled Chelsea Studio,70583598,Michael And Fernanda,Manhattan,Chelsea,40,-73,Entire home/apt,2016-06-02,1,0,100.0,0.03,False
15948,12892861,Great Apartment for 2~ right next to subway~!,70594777,Deqing,Brooklyn,Clinton Hill,40,-73,Entire home/apt,2016-07-31,1,0,21.428571428571427,0.44,False
15949,12895146,Cozy Budget Apt,63790712,Layla,Manhattan,Harlem,40,-73,Private room,2018-08-17,2,0,1.9523809523809523,0.32,False
15951,12897616,Upper West Side Room,70637655,Andrea,Manhattan,Upper West Side,40,-73,Private room,2016-06-13,1,0,75.0,0.03,False
15952,12897713,Chelsea Flat steps from Herald Sq,70638431,Michael,Manhattan,Chelsea,40,-73,Entire home/apt,2016-05-26,1,0,300.0,0.1,False
15953,12897946,Awesome 1 Bedroom for rent in BK,70640302,Querlim,Brooklyn,Flatbush,40,-73,Private room,2016-12-06,1,0,16.666666666666668,0.24,False
15956,12899112,BR in large 2BR.,70651602,Aj,Manhattan,East Harlem,40,-73,Private room,2016-05-16,1,0,50.0,0.4,False
15958,12901480,Artistic pad in East Williamsburg!,70674019,Jack,Brooklyn,Bushwick,40,-73,Entire home/apt,2019-06-26,2,137,25.571428571428573,355.68,False
15959,12902256,Cozy private bedroom with window,37782666,Kevin,Manhattan,Lower East Side,40,-73,Private room,2019-06-09,1,83,18.0,92.04,False
15960,12902467,Cozy and relaxing East Village home,1411232,Thomas,Manhattan,East Village,40,-73,Entire home/apt,2016-05-19,1,0,150.0,0.24,False
15961,12902686,BayRidge Brooklyn Apartment,70686576,Fotini,Brooklyn,Fort Hamilton,40,-74,Entire home/apt,2016-06-23,1,0,110.0,0.03,False
15962,12903772,"Luxury Studio + Gym, Rooftop, Elevator!",70646170,Andrew,Manhattan,Upper West Side,40,-73,Entire home/apt,2016-07-30,1,0,100.0,0.96,False
15963,12904061,Superior double Bedroom - Cozy & Comfy B6,20559017,Yohan,Manhattan,East Harlem,40,-73,Private room,2017-09-08,9,333,1.6666666666666667,0.04,False
15964,12904840,Spacious and sunny room in Brooklyn,27634654,Elena,Brooklyn,Bay Ridge,40,-74,Private room,2018-01-03,2,0,1.1666666666666667,0.65,False
15965,12905314,Medium sunny furnished room,16414492,Julia Marie,Manhattan,Washington Heights,40,-73,Private room,2017-07-18,1,0,45.0,0.96,False
15966,12905446,Park Slope Townhouse,2286611,Maddy,Brooklyn,South Slope,40,-73,Entire home/apt,2018-08-21,1,0,65.0,0.96,False
15967,12911110,"Sunny studio on UWS, steps to park",5317451,Kelly,Manhattan,Upper West Side,40,-73,Entire home/apt,2016-06-19,1,0,11.25,0.03,False
15968,12912510,Stunning Brooklyn loft in a church!,37241656,Zack,Brooklyn,Williamsburg,40,-73,Entire home/apt,2017-10-22,1,0,162.5,19.439999999999998,False
15969,12913007,Nice Large Well-Lit Studio in Clinton Hill,4090856,Brit,Brooklyn,Clinton Hill,40,-73,Entire home/apt,2018-05-28,1,8,33.333333333333336,0.18,False
15970,12914082,Clean and bright bedroom in Soho,8255336,Darren,Manhattan,SoHo,40,-74,Private room,2016-08-21,2,69,2.8333333333333335,0.7000000000000001,False
15971,12914239,Cherry Hill House - Plum Room,2464187,Jessica,Staten Island,St. George,40,-74,Private room,2017-03-30,2,0,40.0,0.7000000000000001,False
15972,12914669,Double bedroom in West Harlem,44665470,Quentin,Manhattan,Harlem,40,-73,Private room,2016-06-03,1,0,80.0,0.24,False
15973,12914726,Charming West Village Apartment (Manhattan),21375734,Jay,Manhattan,West Village,40,-74,Private room,2018-07-15,1,0,149.0,1.08,False
15974,12914749,"Bright, Clean & Family-friendly Apartment!",8635103,Charis,Manhattan,Harlem,40,-73,Private room,2016-07-03,1,0,16.75,0.03,False
15975,12915038,Renovated: 15min 4 Train ride to NYC-Crown Heights,25611454,Regina,Brooklyn,East Flatbush,40,-73,Private room,2019-07-03,1,14,26.666666666666668,90.06,False
15976,12915074,Nice Room in Classic Williamsburg Loft,16300594,Ari,Brooklyn,Williamsburg,40,-73,Private room,2018-11-21,3,0,20.0,6.88,False
15977,12915928,"Renovated 3BR, 2 Full Bath with Washer & Dryer",70058270,Lucy,Brooklyn,Crown Heights,40,-73,Entire home/apt,2019-04-07,4,271,91.66666666666667,19.169999999999998,False
15978,12916073,10 min from JFK and 30min to NYC,70827984,Digna,Brooklyn,East New York,40,-73,Entire home/apt,2019-06-03,1,67,30.75,105.21,False
15979,12916138,2 Bedrooms by Central Park & Trains,70828773,Nick,Manhattan,East Harlem,40,-73,Entire home/apt,2016-05-23,1,0,179.0,0.03,False
15980,12916189,Family Friendly BK Townhome With Garden Oasis!,951917,Julia And Juan,Brooklyn,Sunset Park,40,-73,Entire home/apt,2018-05-20,1,365,0.536986301369863,0.48,False
15981,12916646,Nice Room in Hell's Kitchen 2 Blocks to Times Sq.,67359538,Vincent,Manhattan,Hell's Kitchen,40,-73,Private room,2018-05-22,1,0,180.0,20.439999999999998,False
15983,12917057,Lower East Side Apartment,26476746,Zachary,Manhattan,Lower East Side,40,-73,Entire home/apt,2018-01-03,1,0,35.0,0.96,False
15984,12917422,Cozy Room in West Harlem NYC,20220930,Oge,Manhattan,Harlem,40,-73,Private room,2016-08-14,1,0,8.428571428571429,0.03,False
15985,12917834,1BR Hell's Kitchen w balcony & view,3988031,Lee,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2016-09-27,1,0,200.0,0.96,False
15986,12924969,HANCOCK MASTER BEDROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2018-10-07,4,342,165.0,0.18,False
15988,12926849,Comfy Room for May,28680349,Bryan,Brooklyn,Greenpoint,40,-73,Private room,2016-08-02,1,0,90.0,1.33,False
15989,12927770,"Amazing light, spacious & Modern",1289635,Alan,Queens,Long Island City,40,-73,Entire home/apt,2019-04-24,1,16,40.0,0.44,False
15990,12929852,"New York City Brownstone, Hip and Historic Harlem",58782992,Mark And Josephine,Manhattan,Harlem,40,-73,Entire home/apt,2019-05-28,2,341,14.516129032258064,84.0,False
15991,12932186,The Golden Hand in Harlem ☞ Bright + Modern 1BR,3718821,Matt,Manhattan,Harlem,40,-73,Private room,2019-06-12,1,96,60.0,51.919999999999995,False
15992,12932670,Flushing Spacious Room w/ 2 Queen Beds,65809485,Shirley,Queens,Flushing,40,-73,Private room,2019-06-18,12,174,12.0,101.67999999999999,False
15993,12933540,Comfortable Sofa bed 15 minutes to Manhattan,69711528,Lucia,Bronx,Parkchester,40,-73,Shared room,2017-05-20,2,89,17.0,2.34,False
15994,12936207,Newly Renovated Duplex Apartment,51716739,Harvin,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-15,3,286,100.0,167.2,False
15995,12941015,2BR Apt in East Village,406843,Trevor,Manhattan,East Village,40,-73,Entire home/apt,2019-06-23,2,80,83.33333333333333,29.7,False
15997,12941586,Amazing Studio. Enjoy the best of the UWS!,71093679,Philipe,Manhattan,Upper West Side,40,-73,Entire home/apt,2017-01-01,1,0,90.0,1.26,False
15998,12945400,Private Bedroom in Williamsburg,49836177,Ian,Brooklyn,Williamsburg,40,-73,Private room,2017-01-02,1,0,66.0,0.03,False
15999,12947454,"Awesome, Clean & Cozy UWS Apartment",33419138,George,Manhattan,Upper West Side,40,-73,Entire home/apt,2016-05-19,1,0,180.0,0.03,False
16000,12947660,Cute studio/room in the East Village,36948675,Hoan,Manhattan,East Village,40,-73,Private room,2017-10-10,1,0,3.611111111111111,1.02,False
16001,12947670,COZY BEAUTIFUL STUDIO /GREAT CENTRAL LOCATION,1475015,Mike,Manhattan,Kips Bay,40,-73,Entire home/apt,2018-10-30,52,365,2.9,0.32,False
16002,12949605,"Large, sun-light room in Brownstone",14131713,Liz,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2016-06-01,2,0,8.571428571428571,0.03,False
16003,12949840,Remodeled Brand New Brooklyn Apartment,1386468,Jane Anne,Brooklyn,Bushwick,40,-73,Entire home/apt,2019-06-26,1,237,62.0,286.0,False
16004,12949937,True 2 bedroom apartment in the heart of the LES,71140140,Danielle,Manhattan,Lower East Side,40,-73,Entire home/apt,2016-05-15,1,0,112.5,0.03,False
16005,12950979,1BR Apt. in Inwood (Manhattan),71152156,Max,Manhattan,Inwood,40,-73,Entire home/apt,2016-05-18,1,0,12.833333333333334,0.03,False
16006,12950997,"Joellen's Place Roomy 1-Queen Bed, Bushwick Apt.",71150679,Joellen,Brooklyn,Bushwick,40,-73,Private room,2019-07-07,2,127,39.5,86.64,False
16007,12951215,Sleek 1 bedroom apartment near Rockefeller Center!,30283594,Kara,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2018-01-05,121,365,7.966666666666667,0.2,False
16008,12951417,"Joellen's Place Spacious 2-twin bed, Bushwick Apt.",71150679,Joellen,Brooklyn,Bushwick,40,-73,Private room,2019-06-22,2,116,32.5,157.08,False
16011,12953717,Peaceful room in a lovely Brooklyn duplex,70181422,Chris And Zaneta,Brooklyn,Windsor Terrace,40,-73,Private room,2016-09-05,4,0,72.0,0.4,False
16012,12953757,Huge + Cozy East Williamsburg Room,24747678,Caroline,Brooklyn,Bushwick,40,-73,Private room,2018-08-04,1,0,25.0,0.7000000000000001,False
16013,12953862,Artist Den Across from Park,15515731,Mira,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2016-05-23,1,0,7.0,0.03,False
16014,12953867,Quiet artist apartment w/ backyard,69232570,Jamie,Brooklyn,Bushwick,40,-73,Private room,2019-07-01,1,16,45.0,252.84,False
16015,12954148,Cozy Room in Upper West Side Near Central Park,24517762,Laura,Manhattan,Upper West Side,40,-73,Private room,2016-06-02,1,0,22.333333333333332,0.65,False
16016,12954498,LOFT in Chelsea,1413546,Asher,Manhattan,Chelsea,40,-73,Entire home/apt,2016-08-07,2,236,23.333333333333332,0.03,False
16017,12955262,2 bedroom loft-like ground floor with patio,3710740,Daniel,Manhattan,Harlem,40,-73,Entire home/apt,2019-06-21,2,0,150.0,63.7,False
16018,12955281,Comfortable 1-2 bed space close to trains,25733361,Jon,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2016-07-05,1,0,38.333333333333336,0.1,False
16019,12955346,Suite with Private Gated Entrance,12160792,Sarah,Brooklyn,Brooklyn Heights,40,-73,Entire home/apt,2019-07-05,1,75,150.0,303.88,False
16020,12955402,Private room w/ lush garden quiet area,2714164,Jasmine,Brooklyn,Greenpoint,40,-73,Private room,2019-06-14,2,27,25.0,8.25,False
16021,12955453,Private room in Upper East Side,62172448,Jon,Manhattan,Upper East Side,40,-73,Private room,2016-08-04,2,0,12.0,0.03,False
16022,12955454,Cozy Room in the Big Apple,33622924,Besinfe,Manhattan,Harlem,40,-73,Private room,2019-07-01,4,352,50.0,354.96,False
16023,12955940,"large, affordable, clean,convenient",71211231,Ehsan,Bronx,Fordham,40,-73,Private room,2016-06-14,1,0,34.0,0.1,False
16024,12955943,Charming 1 bed apt in Williansburg,23050317,Ana Paula,Brooklyn,Williamsburg,40,-73,Entire home/apt,2017-12-31,1,0,14.285714285714286,0.96,False
16027,12958663,"Breathtaking, panoramic views of Downtown NYC/FiDi",71241926,Mike,Manhattan,Financial District,40,-74,Entire home/apt,2019-05-29,1,203,3.90625,270.27,False
16028,12962482,Park front room in the heart of Bushwick L train,21262993,Nicole,Brooklyn,Bushwick,40,-73,Private room,2016-05-22,1,0,45.0,0.1,False
16029,12962798,Bright clean apartment in East Village!,321386,Grace,Manhattan,East Village,40,-73,Entire home/apt,2017-06-18,1,0,99.0,26.88,False
16030,12963341,PRIME EAST VILLAGE LARGE BEDROOM,4534893,Alex,Manhattan,East Village,40,-73,Private room,2018-11-03,4,121,150.0,0.65,False
16031,12964477,"Clean, Simple, & Private Bedroom (near N/R train)",28370925,En & Lora,Brooklyn,Sunset Park,40,-74,Private room,2018-07-25,4,0,7.8,208.26,False
16032,12964763,Apartment near Time Square,51501835,Jeniffer,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2019-05-07,31,339,5.0,0.48,False
16033,12965288,"COZY HOME, BEST LOCAL ACCESS!",11071244,Nick,Queens,Long Island City,40,-73,Private room,2018-09-27,1,0,40.0,63.21,False
16034,12965883,"Spacious Haven in Wash Heights, A-train on block!",71188543,Courtney,Manhattan,Washington Heights,40,-73,Private room,2018-08-14,1,0,23.0,0.16,False
16035,12966225,"1 bedroom apt, comforts of home, close to all..",71312760,Don,Staten Island,Richmondtown,40,-74,Entire home/apt,2019-06-23,1,300,26.0,202.24,False
16036,12966504,Lovely Two Bedroom Apt in Prime North Williamsburg,28709982,Sidiq,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-09,3,71,73.0,69.36,False
16037,12966707,HUGE UWS bedroom w/ private bath and great light!,30101336,Jessica,Manhattan,Upper West Side,40,-73,Private room,2018-10-19,1,180,72.5,0.11,False
16041,12969014,Unique Artist's Apartment,9991075,Erika,Manhattan,Upper West Side,40,-73,Entire home/apt,2018-07-07,2,0,175.0,3.6300000000000003,False
16042,12969574,Unique artist’s loft-heart of Wburg,160139,Amy,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-05-20,1,318,55.0,46.620000000000005,False
16043,12970866,Airy and bright room. Prospect Park,25749667,Kseniya,Brooklyn,Flatbush,40,-73,Shared room,2016-05-16,1,0,85.0,0.03,False
16045,12972040,BED FOR 1 IN LUXURIOUS PARK AVENUE FLAT,283395,H,Manhattan,Murray Hill,40,-73,Private room,2017-12-10,2,189,110.0,25.110000000000003,False
16046,12972292,Private Room for two guests in Cozy apartment,68139551,Kamil,Queens,Maspeth,40,-73,Private room,2019-05-06,3,346,58.0,94.2,False
16047,12972320,"Elegant 3 bed, 2 bath apt. on UWS",203039,Maria,Manhattan,Upper West Side,40,-73,Entire home/apt,2018-07-27,1,92,58.333333333333336,0.7000000000000001,False
16048,12972533,Gorgeous Grand 2 BR LES Gem!,71382423,Jules,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-06-23,1,205,109.66666666666667,290.16,False
16049,12972783,Private Room for Pair in the Cozy Apartament,68139551,Kamil,Queens,Maspeth,40,-73,Private room,2019-06-02,3,364,58.0,35.89,False
16050,12973288,Private room for pair,68139551,Kamil,Queens,Maspeth,40,-73,Private room,2019-01-05,3,364,60.0,23.400000000000002,False
16051,12973353,CrashPadsUSA Hotbeds for Airline Crew ONLY,63560790,A.B.,Queens,Kew Gardens,40,-73,Shared room,2019-06-30,2,362,43.0,5.84,False
16052,12973363,Prospect Park Brownstone,22846970,Paige,Brooklyn,Prospect Heights,40,-73,Private room,2017-07-31,1,0,44.0,54.739999999999995,False
